Timestamp,SpeechProbability,IsSpeech
2026-06-22 18:23:52.937,0.0602,False
2026-06-22 18:23:52.952,0.0254,False
2026-06-22 18:23:52.953,0.0176,False
2026-06-22 18:23:53.037,0.0122,False
2026-06-22 18:23:53.037,0.0067,False
2026-06-22 18:23:53.038,0.0047,False
2026-06-22 18:23:53.038,0.0045,False
2026-06-22 18:23:53.165,0.0044,False
2026-06-22 18:23:53.165,0.0047,False
2026-06-22 18:23:53.166,0.0048,False
2026-06-22 18:23:53.166,0.0047,False
2026-06-22 18:23:53.293,0.0046,False
2026-06-22 18:23:53.294,0.0045,False
2026-06-22 18:23:53.294,0.0044,False
2026-06-22 18:23:53.294,0.0043,False
2026-06-22 18:23:53.421,0.0040,False
2026-06-22 18:23:53.422,0.0053,False
2026-06-22 18:23:53.422,0.0078,False
2026-06-22 18:23:53.422,0.0120,False
2026-06-22 18:23:53.549,0.0152,False
2026-06-22 18:23:53.550,0.0200,False
2026-06-22 18:23:53.550,0.0283,False
2026-06-22 18:23:53.550,0.0341,False
2026-06-22 18:23:53.677,0.0330,False
2026-06-22 18:23:53.678,0.0250,False
2026-06-22 18:23:53.678,0.0161,False
2026-06-22 18:23:53.678,0.0097,False
2026-06-22 18:23:53.805,0.0066,False
2026-06-22 18:23:53.806,0.0051,False
2026-06-22 18:23:53.806,0.0035,False
2026-06-22 18:23:53.806,0.0029,False
2026-06-22 18:23:53.934,0.0022,False
2026-06-22 18:23:53.934,0.0019,False
2026-06-22 18:23:53.934,0.0017,False
2026-06-22 18:23:53.934,0.0017,False
2026-06-22 18:23:54.061,0.0018,False
2026-06-22 18:23:54.062,0.0015,False
2026-06-22 18:23:54.062,0.0076,False
2026-06-22 18:23:54.062,0.0018,False
2026-06-22 18:23:54.190,0.0016,False
2026-06-22 18:23:54.190,0.0018,False
2026-06-22 18:23:54.190,0.0022,False
2026-06-22 18:23:54.318,0.0016,False
2026-06-22 18:23:54.318,0.0015,False
2026-06-22 18:23:54.319,0.0016,False
2026-06-22 18:23:54.319,0.0012,False
2026-06-22 18:23:54.446,0.0012,False
2026-06-22 18:23:54.446,0.0015,False
2026-06-22 18:23:54.447,0.0016,False
2026-06-22 18:23:54.447,0.0013,False
2026-06-22 18:23:54.575,0.0013,False
2026-06-22 18:23:54.575,0.0013,False
2026-06-22 18:23:54.576,0.0015,False
2026-06-22 18:23:54.576,0.0019,False
2026-06-22 18:23:54.702,0.0014,False
2026-06-22 18:23:54.703,0.0012,False
2026-06-22 18:23:54.703,0.0012,False
2026-06-22 18:23:54.703,0.0015,False
2026-06-22 18:23:54.830,0.0011,False
2026-06-22 18:23:54.831,0.0011,False
2026-06-22 18:23:54.831,0.0010,False
2026-06-22 18:23:54.832,0.0010,False
2026-06-22 18:23:54.958,0.0018,False
2026-06-22 18:23:54.958,0.0020,False
2026-06-22 18:23:54.959,0.0016,False
2026-06-22 18:23:54.959,0.0009,False
2026-06-22 18:23:55.086,0.0010,False
2026-06-22 18:23:55.086,0.0008,False
2026-06-22 18:23:55.087,0.0009,False
2026-06-22 18:23:55.087,0.0011,False
2026-06-22 18:23:55.214,0.0010,False
2026-06-22 18:23:55.214,0.0009,False
2026-06-22 18:23:55.215,0.0010,False
2026-06-22 18:23:55.215,0.0010,False
2026-06-22 18:23:55.342,0.0007,False
2026-06-22 18:23:55.343,0.0007,False
2026-06-22 18:23:55.343,0.0008,False
2026-06-22 18:23:55.343,0.0008,False
2026-06-22 18:23:55.469,0.0007,False
2026-06-22 18:23:55.470,0.0009,False
2026-06-22 18:23:55.470,0.0008,False
2026-06-22 18:23:55.470,0.0009,False
2026-06-22 18:23:55.598,0.0008,False
2026-06-22 18:23:55.598,0.0008,False
2026-06-22 18:23:55.598,0.0009,False
2026-06-22 18:23:55.726,0.0008,False
2026-06-22 18:23:55.726,0.0006,False
2026-06-22 18:23:55.726,0.0006,False
2026-06-22 18:23:55.727,0.0006,False
2026-06-22 18:23:55.854,0.0005,False
2026-06-22 18:23:55.854,0.0004,False
2026-06-22 18:23:55.854,0.0006,False
2026-06-22 18:23:55.854,0.0007,False
2026-06-22 18:23:55.982,0.0010,False
2026-06-22 18:23:55.982,0.0008,False
2026-06-22 18:23:55.982,0.0006,False
2026-06-22 18:23:55.983,0.0005,False
2026-06-22 18:23:56.110,0.0005,False
2026-06-22 18:23:56.110,0.0006,False
2026-06-22 18:23:56.111,0.0006,False
2026-06-22 18:23:56.111,0.0008,False
2026-06-22 18:23:56.238,0.0014,False
2026-06-22 18:23:56.238,0.0009,False
2026-06-22 18:23:56.239,0.0007,False
2026-06-22 18:23:56.239,0.0006,False
2026-06-22 18:23:56.366,0.0004,False
2026-06-22 18:23:56.366,0.0005,False
2026-06-22 18:23:56.366,0.0005,False
2026-06-22 18:23:56.367,0.0005,False
2026-06-22 18:23:56.494,0.0006,False
2026-06-22 18:23:56.494,0.0006,False
2026-06-22 18:23:56.494,0.0006,False
2026-06-22 18:23:56.494,0.0006,False
2026-06-22 18:23:56.622,0.0005,False
2026-06-22 18:23:56.622,0.0005,False
2026-06-22 18:23:56.623,0.0004,False
2026-06-22 18:23:56.623,0.0004,False
2026-06-22 18:23:56.750,0.0005,False
2026-06-22 18:23:56.751,0.0004,False
2026-06-22 18:23:56.751,0.0006,False
2026-06-22 18:23:56.751,0.0007,False
2026-06-22 18:23:56.878,0.0006,False
2026-06-22 18:23:56.878,0.0005,False
2026-06-22 18:23:56.878,0.0004,False
2026-06-22 18:23:56.879,0.0005,False
2026-06-22 18:23:57.006,0.0004,False
2026-06-22 18:23:57.006,0.0005,False
2026-06-22 18:23:57.007,0.0006,False
2026-06-22 18:23:57.134,0.0005,False
2026-06-22 18:23:57.134,0.0005,False
2026-06-22 18:23:57.134,0.0004,False
2026-06-22 18:23:57.135,0.0004,False
2026-06-22 18:23:57.262,0.0008,False
2026-06-22 18:23:57.262,0.0009,False
2026-06-22 18:23:57.262,0.0007,False
2026-06-22 18:23:57.263,0.0006,False
2026-06-22 18:23:57.389,0.0005,False
2026-06-22 18:23:57.390,0.0004,False
2026-06-22 18:23:57.390,0.0004,False
2026-06-22 18:23:57.390,0.0004,False
2026-06-22 18:23:57.520,0.0005,False
2026-06-22 18:23:57.520,0.0005,False
2026-06-22 18:23:57.521,0.0005,False
2026-06-22 18:23:57.521,0.0003,False
2026-06-22 18:23:57.645,0.0004,False
2026-06-22 18:23:57.646,0.0003,False
2026-06-22 18:23:57.646,0.0004,False
2026-06-22 18:23:57.647,0.0004,False
2026-06-22 18:23:57.773,0.0005,False
2026-06-22 18:23:57.774,0.0005,False
2026-06-22 18:23:57.774,0.0005,False
2026-06-22 18:23:57.774,0.0005,False
2026-06-22 18:23:57.901,0.0005,False
2026-06-22 18:23:57.902,0.0004,False
2026-06-22 18:23:57.902,0.0005,False
2026-06-22 18:23:57.902,0.0007,False
2026-06-22 18:23:58.030,0.0005,False
2026-06-22 18:23:58.030,0.0007,False
2026-06-22 18:23:58.030,0.0009,False
2026-06-22 18:23:58.031,0.0007,False
2026-06-22 18:23:58.158,0.0007,False
2026-06-22 18:23:58.158,0.0006,False
2026-06-22 18:23:58.158,0.0015,False
2026-06-22 18:23:58.159,0.0020,False
2026-06-22 18:23:58.286,0.0018,False
2026-06-22 18:23:58.286,0.0011,False
2026-06-22 18:23:58.286,0.0009,False
2026-06-22 18:23:58.287,0.0005,False
2026-06-22 18:23:58.287,0.0004,False
2026-06-22 18:23:58.287,0.0004,False
2026-06-22 18:23:58.288,0.0004,False
2026-06-22 18:23:58.413,0.0005,False
2026-06-22 18:23:58.414,0.0004,False
2026-06-22 18:23:58.414,0.0003,False
2026-06-22 18:23:58.414,0.0079,False
2026-06-22 18:23:58.542,0.0140,False
2026-06-22 18:23:58.542,0.1433,False
2026-06-22 18:23:58.543,0.0770,False
2026-06-22 18:23:58.543,0.0539,False
2026-06-22 18:23:58.670,0.1547,False
2026-06-22 18:23:58.670,0.5312,False
2026-06-22 18:23:58.670,0.6146,False
2026-06-22 18:23:58.671,0.4464,False
2026-06-22 18:23:58.798,0.2347,False
2026-06-22 18:23:58.798,0.0817,False
2026-06-22 18:23:58.799,0.0714,False
2026-06-22 18:23:58.799,0.0437,False
2026-06-22 18:23:58.926,0.0214,False
2026-06-22 18:23:58.926,0.0105,False
2026-06-22 18:23:58.926,0.0051,False
2026-06-22 18:23:58.927,0.0034,False
2026-06-22 18:23:59.054,0.0017,False
2026-06-22 18:23:59.054,0.0012,False
2026-06-22 18:23:59.055,0.0008,False
2026-06-22 18:23:59.055,0.0008,False
2026-06-22 18:23:59.181,0.0010,False
2026-06-22 18:23:59.182,0.0028,False
2026-06-22 18:23:59.182,0.0083,False
2026-06-22 18:23:59.182,0.0061,False
2026-06-22 18:23:59.310,0.0036,False
2026-06-22 18:23:59.310,0.0027,False
2026-06-22 18:23:59.310,0.0019,False
2026-06-22 18:23:59.311,0.0011,False
2026-06-22 18:23:59.438,0.0009,False
2026-06-22 18:23:59.438,0.0007,False
2026-06-22 18:23:59.438,0.0007,False
2026-06-22 18:23:59.439,0.0140,False
2026-06-22 18:23:59.566,0.0534,False
2026-06-22 18:23:59.566,0.0478,False
2026-06-22 18:23:59.567,0.0938,False
2026-06-22 18:23:59.694,0.1484,False
2026-06-22 18:23:59.694,0.1009,False
2026-06-22 18:23:59.694,0.0998,False
2026-06-22 18:23:59.695,0.1014,False
2026-06-22 18:23:59.822,0.3462,False
2026-06-22 18:23:59.823,0.6055,False
2026-06-22 18:23:59.823,0.9548,True
2026-06-22 18:23:59.826,0.9960,True
2026-06-22 18:23:59.949,0.9965,True
2026-06-22 18:23:59.950,0.9958,True
2026-06-22 18:23:59.950,0.9911,True
2026-06-22 18:23:59.950,0.9947,True
2026-06-22 18:24:00.078,0.9977,True
2026-06-22 18:24:00.078,0.9954,True
2026-06-22 18:24:00.078,0.9930,True
2026-06-22 18:24:00.078,0.9714,True
2026-06-22 18:24:00.206,0.8866,True
2026-06-22 18:24:00.206,0.5774,False
2026-06-22 18:24:00.207,0.2817,False
2026-06-22 18:24:00.207,0.1795,False
2026-06-22 18:24:00.334,0.0936,False
2026-06-22 18:24:00.334,0.0563,False
2026-06-22 18:24:00.334,0.0427,False
2026-06-22 18:24:00.335,0.0385,False
2026-06-22 18:24:00.461,0.0398,False
2026-06-22 18:24:00.462,0.0311,False
2026-06-22 18:24:00.462,0.0337,False
2026-06-22 18:24:00.462,0.0300,False
2026-06-22 18:24:00.590,0.0253,False
2026-06-22 18:24:00.590,0.0296,False
2026-06-22 18:24:00.591,0.0234,False
2026-06-22 18:24:00.591,0.0228,False
2026-06-22 18:24:00.718,0.0280,False
2026-06-22 18:24:00.718,0.0192,False
2026-06-22 18:24:00.719,0.0148,False
2026-06-22 18:24:00.719,0.0120,False
2026-06-22 18:24:00.845,0.0114,False
2026-06-22 18:24:00.846,0.0170,False
2026-06-22 18:24:00.846,0.0202,False
2026-06-22 18:24:00.846,0.0088,False
2026-06-22 18:24:00.974,0.0077,False
2026-06-22 18:24:00.974,0.0068,False
2026-06-22 18:24:00.974,0.0116,False
2026-06-22 18:24:01.102,0.0072,False
2026-06-22 18:24:01.103,0.0063,False
2026-06-22 18:24:01.103,0.0054,False
2026-06-22 18:24:01.103,0.0034,False
2026-06-22 18:24:01.230,0.0025,False
2026-06-22 18:24:01.230,0.0026,False
2026-06-22 18:24:01.230,0.0023,False
2026-06-22 18:24:01.231,0.0019,False
2026-06-22 18:24:01.358,0.0019,False
2026-06-22 18:24:01.358,0.0017,False
2026-06-22 18:24:01.358,0.0017,False
2026-06-22 18:24:01.359,0.0014,False
2026-06-22 18:24:01.486,0.0014,False
2026-06-22 18:24:01.486,0.0016,False
2026-06-22 18:24:01.486,0.0015,False
2026-06-22 18:24:01.486,0.0016,False
2026-06-22 18:24:01.614,0.0012,False
2026-06-22 18:24:01.614,0.0009,False
2026-06-22 18:24:01.614,0.0011,False
2026-06-22 18:24:01.615,0.0008,False
2026-06-22 18:24:01.742,0.0008,False
2026-06-22 18:24:01.743,0.0009,False
2026-06-22 18:24:01.743,0.0008,False
2026-06-22 18:24:01.743,0.0007,False
2026-06-22 18:24:01.870,0.0006,False
2026-06-22 18:24:01.870,0.0005,False
2026-06-22 18:24:01.871,0.0007,False
2026-06-22 18:24:01.871,0.0005,False
2026-06-22 18:24:01.998,0.0006,False
2026-06-22 18:24:01.999,0.0008,False
2026-06-22 18:24:01.999,0.0004,False
2026-06-22 18:24:01.999,0.0004,False
2026-06-22 18:24:02.126,0.0005,False
2026-06-22 18:24:02.126,0.0004,False
2026-06-22 18:24:02.127,0.0004,False
2026-06-22 18:24:02.127,0.0004,False
2026-06-22 18:24:02.254,0.0003,False
2026-06-22 18:24:02.254,0.0003,False
2026-06-22 18:24:02.255,0.0004,False
2026-06-22 18:24:02.382,0.0003,False
2026-06-22 18:24:02.382,0.0003,False
2026-06-22 18:24:02.383,0.0004,False
2026-06-22 18:24:02.383,0.0003,False
2026-06-22 18:24:02.510,0.0003,False
2026-06-22 18:24:02.510,0.0002,False
2026-06-22 18:24:02.510,0.0003,False
2026-06-22 18:24:02.511,0.0003,False
2026-06-22 18:24:02.638,0.0003,False
2026-06-22 18:24:02.638,0.0002,False
2026-06-22 18:24:02.639,0.0002,False
2026-06-22 18:24:02.639,0.0002,False
2026-06-22 18:24:02.766,0.0002,False
2026-06-22 18:24:02.767,0.0002,False
2026-06-22 18:24:02.767,0.0002,False
2026-06-22 18:24:02.768,0.0002,False
2026-06-22 18:24:02.894,0.0002,False
2026-06-22 18:24:02.894,0.0002,False
2026-06-22 18:24:02.895,0.0001,False
2026-06-22 18:24:02.895,0.0001,False
2026-06-22 18:24:03.022,0.0001,False
2026-06-22 18:24:03.023,0.0002,False
2026-06-22 18:24:03.023,0.0001,False
2026-06-22 18:24:03.023,0.0001,False
2026-06-22 18:24:03.150,0.0001,False
2026-06-22 18:24:03.150,0.0001,False
2026-06-22 18:24:03.151,0.0001,False
2026-06-22 18:24:03.151,0.0002,False
2026-06-22 18:24:03.278,0.0001,False
2026-06-22 18:24:03.278,0.0001,False
2026-06-22 18:24:03.287,0.0001,False
2026-06-22 18:24:03.287,0.0001,False
2026-06-22 18:24:03.406,0.0001,False
2026-06-22 18:24:03.406,0.0001,False
2026-06-22 18:24:03.407,0.0001,False
2026-06-22 18:24:03.407,0.0001,False
2026-06-22 18:24:03.534,0.0001,False
2026-06-22 18:24:03.534,0.8245,False
2026-06-22 18:24:03.535,0.6720,False
2026-06-22 18:24:03.535,0.9310,True
2026-06-22 18:24:03.535,0.9780,True
2026-06-22 18:24:03.536,0.9893,True
2026-06-22 18:24:03.536,0.9954,True
2026-06-22 18:24:03.662,0.9886,True
2026-06-22 18:24:03.663,0.9925,True
2026-06-22 18:24:03.663,0.9874,True
2026-06-22 18:24:03.663,0.9227,True
2026-06-22 18:24:03.790,0.6680,False
2026-06-22 18:24:03.790,0.3353,False
2026-06-22 18:24:03.790,0.2128,False
2026-06-22 18:24:03.791,0.1081,False
2026-06-22 18:24:03.918,0.0763,False
2026-06-22 18:24:03.919,0.0443,False
2026-06-22 18:24:03.919,0.0350,False
2026-06-22 18:24:03.919,0.0396,False
2026-06-22 18:24:04.046,0.0285,False
2026-06-22 18:24:04.047,0.0277,False
2026-06-22 18:24:04.047,0.0250,False
2026-06-22 18:24:04.047,0.0288,False
2026-06-22 18:24:04.174,0.0198,False
2026-06-22 18:24:04.174,0.0182,False
2026-06-22 18:24:04.175,0.0175,False
2026-06-22 18:24:04.175,0.0171,False
2026-06-22 18:24:04.302,0.0190,False
2026-06-22 18:24:04.302,0.0149,False
2026-06-22 18:24:04.303,0.0142,False
2026-06-22 18:24:04.303,0.0128,False
2026-06-22 18:24:04.430,0.0105,False
2026-06-22 18:24:04.430,0.0106,False
2026-06-22 18:24:04.431,0.0107,False
2026-06-22 18:24:04.431,0.0076,False
2026-06-22 18:24:04.558,0.2831,False
2026-06-22 18:24:04.558,0.9938,True
2026-06-22 18:24:04.559,0.9967,True
2026-06-22 18:24:04.559,0.9970,True
2026-06-22 18:24:04.686,0.9966,True
2026-06-22 18:24:04.686,0.9990,True
2026-06-22 18:24:04.686,0.9933,True
2026-06-22 18:24:04.687,0.9927,True
2026-06-22 18:24:04.814,0.9765,True
2026-06-22 18:24:04.814,0.9914,True
2026-06-22 18:24:04.815,0.9880,True
2026-06-22 18:24:04.815,0.9752,True
2026-06-22 18:24:04.942,0.9963,True
2026-06-22 18:24:04.942,0.9975,True
2026-06-22 18:24:04.943,0.9842,True
2026-06-22 18:24:05.070,0.9969,True
2026-06-22 18:24:05.070,0.9995,True
2026-06-22 18:24:05.071,0.9994,True
2026-06-22 18:24:05.071,0.9990,True
2026-06-22 18:24:05.198,0.9989,True
2026-06-22 18:24:05.198,0.9828,True
2026-06-22 18:24:05.200,0.9966,True
2026-06-22 18:24:05.200,0.9986,True
2026-06-22 18:24:05.326,0.9883,True
2026-06-22 18:24:05.327,0.9809,True
2026-06-22 18:24:05.327,0.9851,True
2026-06-22 18:24:05.327,0.9741,True
2026-06-22 18:24:05.454,0.9728,True
2026-06-22 18:24:05.454,0.9031,True
2026-06-22 18:24:05.454,0.4675,False
2026-06-22 18:24:05.455,0.1311,False
2026-06-22 18:24:05.582,0.0583,False
2026-06-22 18:24:05.582,0.0392,False
2026-06-22 18:24:05.582,0.0274,False
2026-06-22 18:24:05.582,0.0140,False
2026-06-22 18:24:05.710,0.0178,False
2026-06-22 18:24:05.710,0.0144,False
2026-06-22 18:24:05.711,0.0159,False
2026-06-22 18:24:05.711,0.0140,False
2026-06-22 18:24:05.838,0.0181,False
2026-06-22 18:24:05.838,0.0160,False
2026-06-22 18:24:05.838,0.0121,False
2026-06-22 18:24:05.839,0.0145,False
2026-06-22 18:24:05.966,0.0121,False
2026-06-22 18:24:05.966,0.0114,False
2026-06-22 18:24:05.967,0.0072,False
2026-06-22 18:24:05.967,0.0105,False
2026-06-22 18:24:06.094,0.0173,False
2026-06-22 18:24:06.094,0.0148,False
2026-06-22 18:24:06.094,0.0093,False
2026-06-22 18:24:06.095,0.0074,False
2026-06-22 18:24:06.222,0.0069,False
2026-06-22 18:24:06.222,0.0094,False
2026-06-22 18:24:06.222,0.0059,False
2026-06-22 18:24:06.350,0.0055,False
2026-06-22 18:24:06.350,0.0080,False
2026-06-22 18:24:06.351,0.0225,False
2026-06-22 18:24:06.351,0.1038,False
2026-06-22 18:24:06.477,0.0404,False
2026-06-22 18:24:06.478,0.0206,False
2026-06-22 18:24:06.478,0.0131,False
2026-06-22 18:24:06.478,0.0329,False
2026-06-22 18:24:06.606,0.0110,False
2026-06-22 18:24:06.606,0.0133,False
2026-06-22 18:24:06.606,0.0076,False
2026-06-22 18:24:06.607,0.0057,False
2026-06-22 18:24:06.734,0.0050,False
2026-06-22 18:24:06.734,0.0048,False
2026-06-22 18:24:06.735,0.0035,False
2026-06-22 18:24:06.735,0.0026,False
2026-06-22 18:24:06.862,0.0025,False
2026-06-22 18:24:06.862,0.0022,False
2026-06-22 18:24:06.862,0.0018,False
2026-06-22 18:24:06.863,0.0014,False
2026-06-22 18:24:06.990,0.0016,False
2026-06-22 18:24:06.990,0.0577,False
2026-06-22 18:24:06.991,0.0296,False
2026-06-22 18:24:06.991,0.0083,False
2026-06-22 18:24:07.118,0.0069,False
2026-06-22 18:24:07.118,0.0041,False
2026-06-22 18:24:07.119,0.0027,False
2026-06-22 18:24:07.119,0.0018,False
2026-06-22 18:24:07.246,0.0015,False
2026-06-22 18:24:07.246,0.0013,False
2026-06-22 18:24:07.247,0.0014,False
2026-06-22 18:24:07.247,0.0011,False
